time,ahr999,value,avg
2024-04-30T00:00:00Z,1.14134785,63825.8,47311.7169
2024-04-29T00:00:00Z,1.12070263,63075.6,47106.3938
2024-04-28T00:00:00Z,1.14056399,63463.3,46905.7916
2024-04-27T00:00:00Z,1.15691084,63749,46709.0591
2024-04-26T00:00:00Z,1.19017530,64490,46513.7752
2024-04-25T00:00:00Z,1.18682254,64230.8,46319.3271
2024-04-24T00:00:00Z,1.27360786,66364.8,46126.9661
2024-04-23T00:00:00Z,1.29578726,66760.6,45927.7908
2024-04-22T00:00:00Z,1.23122044,64899.2,45726.242
2024-04-21T00:00:00Z,1.23847685,64917.5,45531.5295
2024-04-20T00:00:00Z,1.20275002,63803.8,45336.5302
2024-04-19T00:00:00Z,1.19515409,63435.1,45146.075
2024-04-18T00:00:00Z,1.11935343,61233.4,44962.2798
2024-04-17T00:00:00Z,1.22014501,63767.7,44779.8991
2024-04-16T00:00:00Z,1.21033413,63341.2,44587.6592
2024-04-15T00:00:00Z,1.30336314,65555.9,44397.6437
2024-04-14T00:00:00Z,1.24143586,63802.5,44198.4852
2024-04-13T00:00:00Z,1.38092557,67107.7,44003.3039
2024-04-12T00:00:00Z,1.51380472,70060.9,43797.273
2024-04-11T00:00:00Z,1.55107731,70707,43582.4472
2024-04-10T00:00:00Z,1.49223473,69147.1,43369.6433
2024-04-09T00:00:00Z,1.61198784,71659,43162.8063
2024-04-08T00:00:00Z,1.51929336,69359.8,42949.583
2024-04-07T00:00:00Z,1.50917489,68928.1,42745.759
2024-04-06T00:00:00Z,1.47086136,67853.5,42546.8978
2024-04-05T00:00:00Z,1.50724989,68494,42351.6322
2024-04-04T00:00:00Z,1.40490813,65938.6,42153.8434
2024-04-03T00:00:00Z,1.39252519,65463.8,41962.4088
2024-04-02T00:00:00Z,1.58730941,69698.5,41773.5891
2024-04-01T00:00:00Z,1.67104866,71303.3,41572.1255
2024-03-31T00:00:00Z,1.60303888,69627.7,41366.4015
2024-03-30T00:00:00Z,1.62462376,69886.4,41163.8468
2024-03-29T00:00:00Z,1.67854720,70823.3,40959.8136
2024-03-28T00:00:00Z,1.62680758,69509,40751.2546
2024-03-27T00:00:00Z,1.66210037,70048.5,40550.0585
2024-03-26T00:00:00Z,1.66626430,69925.1,40348.686
2024-03-25T00:00:00Z,1.55126556,67267.2,40149.8353
2024-03-24T00:00:00Z,1.41400077,64035.1,39958.2042
2024-03-23T00:00:00Z,1.41263406,63824.9,39776.4778
2024-03-22T00:00:00Z,1.49729444,65526.2,39596.3211
2024-03-21T00:00:00Z,1.61596619,67880,39413.0398
2024-03-20T00:00:00Z,1.35191697,61905.2,39223.7682
2024-03-19T00:00:00Z,1.62267491,67637.8,39052.5245
2024-03-18T00:00:00Z,1.67223642,68462.8,38866.0159
2024-03-17T00:00:00Z,1.53250170,65352.9,38685.1186
2024-03-16T00:00:00Z,1.74440743,69536.8,38517.0933
2024-03-15T00:00:00Z,1.85307734,71461.1,38333.178
2024-03-14T00:00:00Z,1.95238576,73127.6,38140.2044
2024-03-13T00:00:00Z,1.87873973,71512.8,37944.0832
2024-03-12T00:00:00Z,1.92454883,72158.9,37752.9753
2024-03-11T00:00:00Z,1.77109127,69009.9,37561.1984
2024-03-10T00:00:00Z,1.74849104,68367,37380.4546
2024-03-09T00:00:00Z,1.74992816,68195.2,37201.4425
2024-03-08T00:00:00Z,1.69199877,66860.2,37022.4546
2024-03-07T00:00:00Z,1.66413337,66116.6,36848.5505
2024-03-06T00:00:00Z,1.55625704,63755.9,36677.9148
2024-03-05T00:00:00Z,1.79537661,68289.7,36513.8662
2024-03-04T00:00:00Z,1.54472338,63159.5,36340.2134
2024-03-03T00:00:00Z,1.49677884,62013.9,36194.2198
2024-03-02T00:00:00Z,1.52372669,62418.7,36057.7935
2024-03-01T00:00:00Z,1.47228005,61208,35922.0271
2024-02-29T00:00:00Z,1.54150827,62482.9,35790.6483
2024-02-28T00:00:00Z,1.29275272,57081.9,35656.0079
2024-02-27T00:00:00Z,1.18485368,54528.6,35538.0554
2024-02-26T00:00:00Z,1.07192458,51757.7,35428.5865
2024-02-25T00:00:00Z,1.06987806,51608.5,35329.2833
2024-02-24T00:00:00Z,1.03910940,50764.1,35232.0036
2024-02-23T00:00:00Z,1.06580226,51315,35136.2932
2024-02-22T00:00:00Z,1.09423301,51893.8,35036.7499
2024-02-21T00:00:00Z,1.11622431,52309.2,34935.4392
2024-02-20T00:00:00Z,1.09923390,51806,34832.967
2024-02-19T00:00:00Z,1.11931998,52174.6,34733.0941
2024-02-18T00:00:00Z,1.10284392,51686.7,34632.363
2024-02-17T00:00:00Z,1.12720786,52153.5,34535.0952
2024-02-16T00:00:00Z,1.12104460,51907.1,34434.014
2024-02-15T00:00:00Z,1.12140807,51814.1,34335.9127
2024-02-14T00:00:00Z,1.03652414,49717.3,34238.2403
2024-02-13T00:00:00Z,1.04926262,49929.5,34148.0204
2024-02-12T00:00:00Z,0.98596866,48310,34056.9585
2024-02-11T00:00:00Z,0.96592210,47731.6,33972.2612
2024-02-10T00:00:00Z,0.94502608,47129.9,33889.3764
2024-02-09T00:00:00Z,0.87489359,45269.1,33808.2483
2024-02-08T00:00:00Z,0.84159607,44328.1,33735.616
2024-02-07T00:00:00Z,0.79694322,43071,33669.4989
2024-02-06T00:00:00Z,0.78522869,42691.6,33608.0196
2024-02-05T00:00:00Z,0.78299931,42570.3,33547.985
2024-02-04T00:00:00Z,0.80084000,42992.1,33489.3119
2024-02-03T00:00:00Z,0.81050073,43188.8,33429.0376
2024-02-02T00:00:00Z,0.80914684,43090.4,33367.9208
2024-02-01T00:00:00Z,0.79166265,42561.8,33308.5531
2024-01-31T00:00:00Z,0.80688944,42909.9,33251.981
2024-01-30T00:00:00Z,0.82357212,43290.6,33194.246
2024-01-29T00:00:00Z,0.77810322,42021.3,33139.0267
2024-01-28T00:00:00Z,0.78354062,42112.4,33086.9942
2024-01-27T00:00:00Z,0.77425589,41806.5,33034.1304
2024-01-26T00:00:00Z,0.70858347,39941.5,32982.116
2024-01-25T00:00:00Z,0.71470979,40064.7,32936.3867
2024-01-24T00:00:00Z,0.70990290,39880.6,32890.2741
2024-01-23T00:00:00Z,0.70007672,39555.2,32844.7435
2024-01-22T00:00:00Z,0.77527014,41575.1,32800.4079
2024-01-21T00:00:00Z,0.78148833,41687.1,32749.7509
2024-01-20T00:00:00Z,0.78286415,41669.4,32699.1709
2024-01-19T00:00:00Z,0.77199741,41326.6,32650.7952
2024-01-18T00:00:00Z,0.82947513,42783.3,32602.9674
2024-01-17T00:00:00Z,0.84541067,43133,32548.0757
2024-01-16T00:00:00Z,0.82353660,42511.9,32491.7942
2024-01-15T00:00:00Z,0.79580536,41733.4,32438.3075
2024-01-14T00:00:00Z,0.84104082,42846.4,32387.0309
2024-01-13T00:00:00Z,0.84083003,42781.2,32331.0158
2024-01-12T00:00:00Z,0.98963182,46348.7,32276.4154
2024-01-11T00:00:00Z,1.00630643,46663,32207.8084
2024-01-10T00:00:00Z,0.98571697,46110,32140.0449
2024-01-09T00:00:00Z,1.02689016,46990,32074.3462
2024-01-08T00:00:00Z,0.89970240,43912.3,32004.1968
2024-01-07T00:00:00Z,0.90418799,43956.7,31943.8666
2024-01-06T00:00:00Z,0.91493898,44148.9,31879.1255
2024-01-05T00:00:00Z,0.91903547,44170.4,31801.8166
2024-01-04T00:00:00Z,0.86710126,42826.7,31720.7767
2024-01-03T00:00:00Z,0.95985827,44981.3,31644.9383
2024-01-02T00:00:00Z,0.93152957,44230.3,31561.2008
2024-01-01T00:00:00Z,0.85577525,42313.9,31476.0264
2023-12-31T00:00:00Z,0.85326252,42174.2,31394.0798
2023-12-30T00:00:00Z,0.85288904,42090.9,31317.2704
2023-12-29T00:00:00Z,0.87689302,42605,31241.934
2023-12-28T00:00:00Z,0.91543449,43453.8,31164.1362
2023-12-27T00:00:00Z,0.88050218,42538.6,31083.2437
2023-12-26T00:00:00Z,0.92880058,43612,31005.843
2023-12-25T00:00:00Z,0.90648004,43008.3,30928.8688
2023-12-24T00:00:00Z,0.94018842,43724.2,30853.9217
2023-12-23T00:00:00Z,0.95583083,44008.6,30777.9353
2023-12-22T00:00:00Z,0.95446526,43896.3,30697.6465
2023-12-21T00:00:00Z,0.94983723,43711,30620.038
2023-12-20T00:00:00Z,0.89250077,42298.2,30547.2937
2023-12-19T00:00:00Z,0.91132527,42671.8,30479.6728
2023-12-18T00:00:00Z,0.86063450,41398.7,30410.3034
2023-12-17T00:00:00Z,0.90087992,42287.4,30344.8887
2023-12-16T00:00:00Z,0.89023154,41968,30278.0942
2023-12-15T00:00:00Z,0.93889538,43032.4,30215.756
2023-12-14T00:00:00Z,0.93506131,42874.9,30150.2091
2023-12-13T00:00:00Z,0.87960283,41514.9,30082.2478
2023-12-12T00:00:00Z,0.87214783,41271,30016.0548
2023-12-11T00:00:00Z,0.98598417,43810.1,29950.0243
2023-12-10T00:00:00Z,0.98614523,43734.4,29873.7049
2023-12-09T00:00:00Z,1.01127470,44209.6,29799.7571
2023-12-08T00:00:00Z,0.97330551,43296,29727.6254
2023-12-07T00:00:00Z,0.99828792,43772.2,29656.5093
2023-12-06T00:00:00Z,1.01599028,44081.6,29584.8636
2023-12-05T00:00:00Z,0.92526118,41993,29512.045
2023-12-04T00:00:00Z,0.84144961,39979.8,29446.1463
2023-12-03T00:00:00Z,0.82120380,39436.6,29389.2776
2023-12-02T00:00:00Z,0.79155979,38660.9,29333.6966
2023-12-01T00:00:00Z,0.75552486,37716.8,29281.4971
2023-11-30T00:00:00Z,0.76239591,37837.1,29234.3421
2023-11-29T00:00:00Z,0.76351233,37812.1,29184.3261
2023-11-28T00:00:00Z,0.74243032,37234.4,29134.2044
2023-11-27T00:00:00Z,0.75265197,37437.9,29084.7274
2023-11-26T00:00:00Z,0.76796160,37766.6,29038.8021
2023-11-25T00:00:00Z,0.76751852,37706.3,28993.9691
2023-11-24T00:00:00Z,0.75282270,37294.4,28948.7354
2023-11-23T00:00:00Z,0.75954579,37413.4,28906.9245
2023-11-22T00:00:00Z,0.69438196,35730.2,28869.5816
2023-11-21T00:00:00Z,0.76494912,37462.5,28840.0228
2023-11-20T00:00:00Z,0.76317374,37375.8,28804.4052
2023-11-19T00:00:00Z,0.73277390,36580.9,28767.8166
2023-11-18T00:00:00Z,0.73611857,36621.9,28732.2055
2023-11-17T00:00:00Z,0.72000721,36176,28694.9979
2023-11-16T00:00:00Z,0.79146800,37885.6,28660.5138
2023-11-15T00:00:00Z,0.69895288,35560.7,28623.9014
2023-11-14T00:00:00Z,0.73731482,36486.2,28596.1553
2023-11-13T00:00:00Z,0.76349084,37088,28564.9612
2023-11-12T00:00:00Z,0.76830050,37162,28530.2166
2023-11-11T00:00:00Z,0.77709329,37330.3,28494.1236
2023-11-10T00:00:00Z,0.75382987,36719.5,28450.7185
2023-11-09T00:00:00Z,0.71167283,35633,28409.5989
2023-11-08T00:00:00Z,0.70431288,35406.5,28373.2321
2023-11-07T00:00:00Z,0.69212052,35057.5,28337.1667
2023-11-06T00:00:00Z,0.69238808,35025.6,28305.1688
2023-11-05T00:00:00Z,0.69557317,35069.6,28276.8455
2023-11-04T00:00:00Z,0.68232177,34700.5,28252.8635
2023-11-03T00:00:00Z,0.69302984,34940,28232.0405
2023-11-02T00:00:00Z,0.71425344,35437.5,28209.1798
2023-11-01T00:00:00Z,0.68418207,34651.3,28187.2277
2023-10-31T00:00:00Z,0.67876154,34483.8,28168.6749
2023-10-30T00:00:00Z,0.68166540,34528.5,28151.7954
2023-10-29T00:00:00Z,0.66548983,34086.6,28133.0272
2023-10-28T00:00:00Z,0.65908551,33893.1,28115.1252
2023-10-27T00:00:00Z,0.67039525,34154.1,28098.4738
2023-10-26T00:00:00Z,0.68490063,34487.7,28073.5754
2023-10-25T00:00:00Z,0.66398855,33921.2,28044.4934
2023-10-24T00:00:00Z,0.63252283,33074,28017.6716
2023-10-23T00:00:00Z,0.52076376,29981.4,27994.1305
2023-10-22T00:00:00Z,0.51851538,29895.4,27984.6718
2023-10-21T00:00:00Z,0.51082678,29653,27977.3151
2023-10-20T00:00:00Z,0.47906837,28697,27969.6666
2023-10-19T00:00:00Z,0.46670067,28307.1,27966.2082
2023-10-18T00:00:00Z,0.46967893,28381.9,27966.1484
2023-10-17T00:00:00Z,0.47364595,28486.3,27966.5376
2023-10-16T00:00:00Z,0.43041345,27139.8,27965.1797
2023-10-15T00:00:00Z,0.42120399,26836.4,27971.517
2023-10-14T00:00:00Z,0.42198648,26849.8,27977.7932
2023-10-13T00:00:00Z,0.41910632,26744,27978.7548
2023-10-12T00:00:00Z,0.42329529,26864.8,27982.9648
2023-10-11T00:00:00Z,0.44013162,27381.2,27987.3951
2023-10-10T00:00:00Z,0.44696412,27578.3,27988.0518
2023-10-09T00:00:00Z,0.45795414,27901.2,27990.1005
2023-10-08T00:00:00Z,0.45983647,27943,27989.4106
2023-10-07T00:00:00Z,0.45989889,27930,27989.8856
2023-10-06T00:00:00Z,0.45291116,27702,27989.9057
2023-10-05T00:00:00Z,0.45146091,27643,27990.6564
2023-10-04T00:00:00Z,0.44779233,27515,27989.5586
2023-10-03T00:00:00Z,0.44751117,27491,27988.6349
2023-10-02T00:00:00Z,0.46663976,28054,27982.2938
2023-10-01T00:00:00Z,0.43816297,27161,27964.1959
2023-09-30T00:00:00Z,0.43276844,26972,27950.4202
2023-09-29T00:00:00Z,0.43306853,26961,27938.5713
2023-09-28T00:00:00Z,0.42472955,26675,27916.2133
2023-09-27T00:00:00Z,0.41473487,26328,27880.2518
2023-09-26T00:00:00Z,0.41327288,26250,27843.5554
2023-09-25T00:00:00Z,0.41286847,26205,27805.5283
2023-09-24T00:00:00Z,0.42517789,26565,27777.6276
2023-09-23T00:00:00Z,0.42648481,26579,27751.8302
2023-09-22T00:00:00Z,0.42847809,26615,27727.7137
2023-09-21T00:00:00Z,0.43487857,26787,27703.9567
2023-09-20T00:00:00Z,0.44680416,27125,27679.3533
2023-09-19T00:00:00Z,0.44495605,27041,27652.4819
2023-09-18T00:00:00Z,0.43981005,26857,27626.6205
2023-09-17T00:00:00Z,0.43002268,26533,27607.7823
2023-09-16T00:00:00Z,0.43171819,26563,27591.57
2023-09-15T00:00:00Z,0.43054500,26504,27573.967
2023-09-14T00:00:00Z,0.42909954,26437,27557.1169
2023-09-13T00:00:00Z,0.41853553,26087,27539.4997
2023-09-12T00:00:00Z,0.41230470,25870,27522.4679
2023-09-11T00:00:00Z,0.40165338,25514,27510.0425
2023-09-10T00:00:00Z,0.41225940,25831,27502.3836
2023-09-09T00:00:00Z,0.41445858,25881,27492.3842
2023-09-08T00:00:00Z,0.41986394,26032,27485.9647
2023-09-07T00:00:00Z,0.41416039,25837,27478.5135
2023-09-06T00:00:00Z,0.41137789,25733,27472.0303
2023-09-05T00:00:00Z,0.41230246,25745,27465.913
2023-09-04T00:00:00Z,0.41814098,25908,27456.3389
2023-09-03T00:00:00Z,0.41905990,25919,27449.3115
2023-09-02T00:00:00Z,0.41607993,25804,27431.0204
2023-09-01T00:00:00Z,0.42206184,25964,27408.5115
2023-08-31T00:00:00Z,0.45495728,26930,27383.83
2023-08-30T00:00:00Z,0.47074233,27364,27355.3235
2023-08-29T00:00:00Z,0.44911648,26698,27323.6275
2023-08-28T00:00:00Z,0.42828586,26044,27295.7828
2023-08-27T00:00:00Z,0.43021744,26079,27276.0753
2023-08-26T00:00:00Z,0.42999084,26050,27259.5377
2023-08-25T00:00:00Z,0.43099497,26058,27242.47
2023-08-24T00:00:00Z,0.43976703,26299,27224.9262
2023-08-23T00:00:00Z,0.43637984,26175,27207.841
2023-08-22T00:00:00Z,0.43101217,25992,27192.5414
2023-08-21T00:00:00Z,0.43443128,26074,27178.7083
2023-08-20T00:00:00Z,0.43700778,26131,27166.4074
2023-08-19T00:00:00Z,0.43373827,26011,27150.0415
2023-08-18T00:00:00Z,0.44486780,26320,27133.1275
2023-08-17T00:00:00Z,0.51283274,28235,27116.5167
2023-08-16T00:00:00Z,0.54730514,29139,27091.242
2023-08-15T00:00:00Z,0.55663675,29353,27059.3554
2023-08-14T00:00:00Z,0.56024791,29414,27026.3589
2023-08-13T00:00:00Z,0.56112347,29403,26993.5385
2023-08-12T00:00:00Z,0.56323009,29423,26958.6704
2023-08-11T00:00:00Z,0.56446945,29421,26925.2885
2023-08-10T00:00:00Z,0.56977340,29524,26891.1762
2023-08-09T00:00:00Z,0.57921056,29732,26856.4789
2023-08-08T00:00:00Z,0.57014644,29463,26821.3487
2023-08-07T00:00:00Z,0.55750645,29095,26777.8571
2023-08-06T00:00:00Z,0.55847242,29080,26733.2678
2023-08-05T00:00:00Z,0.55955537,29069,26690.5894
2023-08-04T00:00:00Z,0.56507659,29173,26648.4576
2023-08-03T00:00:00Z,0.56716627,29187,26604.9219
2023-08-02T00:00:00Z,0.57905037,29450,26559.7547
2023-08-01T00:00:00Z,0.56382085,29019,26513.679
2023-07-31T00:00:00Z,0.57809125,29337,26458.0459
2023-07-30T00:00:00Z,0.57902046,29310,26395.9375
2023-07-29T00:00:00Z,0.58199392,29331,26327.6056
2023-07-28T00:00:00Z,0.58174810,29270,26258.1017
2023-07-27T00:00:00Z,0.58752766,29360,26188.6747
2023-07-26T00:00:00Z,0.58674216,29284,26116.8146
2023-07-25T00:00:00Z,0.58490119,29182,26045.4199
2023-07-24T00:00:00Z,0.59774826,29444,25973.8429
2023-07-23T00:00:00Z,0.62055135,29942,25901.3281
2023-07-22T00:00:00Z,0.62061463,29884,25826.8191
2023-07-21T00:00:00Z,0.62198364,29857,25751.7216
2023-07-20T00:00:00Z,0.63030919,29996,25676.9508
2023-07-19T00:00:00Z,0.63245811,29986,25600.7862
2023-07-18T00:00:00Z,0.63359540,29952,25524.9749
2023-07-17T00:00:00Z,0.64585640,30179,25449.3787
2023-07-16T00:00:00Z,0.65349944,30295,25373.3624
2023-07-15T00:00:00Z,0.65691856,30312,25297.461
2023-07-14T00:00:00Z,0.69120134,31030,25222.9752
2023-07-13T00:00:00Z,0.67890740,30689,25146.0864
2023-07-12T00:00:00Z,0.67713373,30586,25070.5938
2023-07-11T00:00:00Z,0.67631110,30505,24995.8296
2023-07-10T00:00:00Z,0.66834124,30263,24921.6115
2023-07-09T00:00:00Z,0.67154194,30274,24848.2262
2023-07-08T00:00:00Z,0.67230036,30230,24775.3879
2023-07-07T00:00:00Z,0.67328342,30191,24702.6342
2023-07-06T00:00:00Z,0.69084288,30520,24629.4509
2023-07-05T00:00:00Z,0.69741836,30602,24555.5726
2023-07-04T00:00:00Z,0.71817644,30990,24481.3165
2023-07-03T00:00:00Z,0.71345131,30825,24408.6433
2023-07-02T00:00:00Z,0.70320121,30543,24340.2321
2023-07-01T00:00:00Z,0.70448007,30513,24275.1133
2023-06-30T00:00:00Z,0.71024481,30578,24207.4787
2023-06-29T00:00:00Z,0.70549055,30414,24136.5258
2023-06-28T00:00:00Z,0.70336573,30308,24067.5412
2023-06-27T00:00:00Z,0.71559281,30510,23999.1797
2023-06-26T00:00:00Z,0.70783786,30284,23930.4196
2023-06-25T00:00:00Z,0.72663609,30622,23860.9391
2023-06-24T00:00:00Z,0.72970313,30624,23790.0234
2023-06-23T00:00:00Z,0.71852114,30327,23720.1018
2023-06-22T00:00:00Z,0.71103056,30109,23652.7495
2023-06-21T00:00:00Z,0.67582064,29296,23585.363
2023-06-20T00:00:00Z,0.58335313,27166,23521.0901
2023-06-19T00:00:00Z,0.55769816,26516,23465.7642
2023-06-18T00:00:00Z,0.56030799,26534,23414.0709
2023-06-17T00:00:00Z,0.55982469,26478,23361.3046
2023-06-16T00:00:00Z,0.53185547,25763,23305.5097
2023-06-15T00:00:00Z,0.50745250,25122,23251.6124
2023-06-14T00:00:00Z,0.53855055,25839,23203.0857
2023-06-13T00:00:00Z,0.54714442,26001,23151.5354
2023-06-12T00:00:00Z,0.54373250,25876,23098.9165
2023-06-11T00:00:00Z,0.54398493,25839,23047.7316
2023-06-10T00:00:00Z,0.54568866,25836,22995.8999
2023-06-09T00:00:00Z,0.57734111,26528,22940.4821
2023-06-08T00:00:00Z,0.57707997,26474,22882.8675
2023-06-07T00:00:00Z,0.58908822,26702,22829.4776
2023-06-06T00:00:00Z,0.56482621,26101,22775.592
2023-06-05T00:00:00Z,0.58231878,26458,22725.0598
2023-06-04T00:00:00Z,0.61592377,27164,22672.2159
2023-06-03T00:00:00Z,0.61765406,27154,22617.1345
2023-06-02T00:00:00Z,0.61526365,27054,22563.1034
2023-06-01T00:00:00Z,0.61101423,26912,22507.1079
2023-05-31T00:00:00Z,0.62704740,27215,22453.1576
2023-05-30T00:00:00Z,0.65616826,27791,22399.3999
2023-05-29T00:00:00Z,0.66239461,27872,22343.1787
2023-05-28T00:00:00Z,0.63787598,27302,22287.455
2023-05-27T00:00:00Z,0.61309967,26722,22238.0679
2023-05-26T00:00:00Z,0.60767278,26568,22203.4603
2023-05-25T00:00:00Z,0.59687110,26300,22176.1556
2023-05-24T00:00:00Z,0.61378863,26641,22152.3706
2023-05-23T00:00:00Z,0.64256097,27228,22127.7837
2023-05-22T00:00:00Z,0.62485847,26817,22097.461
2023-05-21T00:00:00Z,0.63425848,26984,22066.4762
2023-05-20T00:00:00Z,0.63321469,26928,22035.7016
2023-05-19T00:00:00Z,0.63129991,26854,22005.6933
2023-05-18T00:00:00Z,0.64735920,27160,21976.0818
2023-05-17T00:00:00Z,0.64166579,27007,21946.395
2023-05-16T00:00:00Z,0.64646524,27075,21917.6789
2023-05-15T00:00:00Z,0.66007908,27324,21886.6307
2023-05-14T00:00:00Z,0.63969807,26865,21855.8942
2023-05-13T00:00:00Z,0.63874306,26812,21826.5884
2023-05-12T00:00:00Z,0.62582897,26504,21792.3771
2023-05-11T00:00:00Z,0.66542901,27293,21758.158
2023-05-10T00:00:00Z,0.68872436,27727,21720.2892
2023-05-09T00:00:00Z,0.68410429,27593,21680.2796
2023-05-08T00:00:00Z,0.70309780,27932,21640.2284
2023-05-07T00:00:00Z,0.75442115,28890,21599.2662
2023-05-06T00:00:00Z,0.76842731,29111,21555.2753
2023-05-05T00:00:00Z,0.77869023,29259,21511.9999
2023-05-04T00:00:00Z,0.76665416,28986,21467.8307
2023-05-03T00:00:00Z,0.74634558,28554,21423.4619
2023-05-02T00:00:00Z,0.73338852,28261,21380.6728
2023-05-01T00:00:00Z,0.74507213,28443,21341.145
2023-04-30T00:00:00Z,0.79523563,29339,21298.299
2023-04-29T00:00:00Z,0.79522264,29291,21252.7333
2023-04-28T00:00:00Z,0.80000202,29331,21207.1777
2023-04-27T00:00:00Z,0.78861979,29075,21162.9972
2023-04-26T00:00:00Z,0.77889460,28850,21120.4718
2023-04-25T00:00:00Z,0.71092036,27520,21079.0943
2023-04-24T00:00:00Z,0.71165038,27496,21044.2691
2023-04-23T00:00:00Z,0.71792035,27580,21011.6088
2023-04-22T00:00:00Z,0.71329425,27454,20978.5385
2023-04-21T00:00:00Z,0.74221476,27967,20945.0118
2023-04-20T00:00:00Z,0.78231806,28670,20906.2573
2023-04-19T00:00:00Z,0.83627105,29596,20864.5567
2023-04-18T00:00:00Z,0.85878192,29943,20820.1537
2023-04-17T00:00:00Z,0.84845521,29714,20775.6985
2023-04-16T00:00:00Z,0.88676072,30328,20731.4468
2023-04-15T00:00:00Z,0.89262339,30376,20683.6757
2023-04-14T00:00:00Z,0.90809558,30588,20639.1498
2023-04-13T00:00:00Z,0.88930570,30217,20590.14
2023-04-12T00:00:00Z,0.88030677,30012,20542.3487
2023-04-11T00:00:00Z,0.88883421,30106,20495.8666
2023-04-10T00:00:00Z,0.80515174,28605,20449.0842
2023-04-09T00:00:00Z,0.77562052,28031,20407.1543
2023-04-08T00:00:00Z,0.77700019,28013,20367.589
2023-04-07T00:00:00Z,0.77617778,27956,20329.0651
2023-04-06T00:00:00Z,0.78223080,28022,20289.859
2023-04-05T00:00:00Z,0.80372207,28364,20254.9873
2023-04-04T00:00:00Z,0.78970039,28075,20219.3606
2023-04-03T00:00:00Z,0.78753693,27996,20183.6032
2023-04-02T00:00:00Z,0.80670970,28295,20149.6397
2023-04-01T00:00:00Z,0.81849349,28461,20115.8254
2023-03-31T00:00:00Z,0.80620223,28211,20087.8492
2023-03-30T00:00:00Z,0.81883786,28398,20063.4614
2023-03-29T00:00:00Z,0.80191141,28068,20036.0772
2023-03-28T00:00:00Z,0.74582046,27035,20008.8713
2023-03-27T00:00:00Z,0.77702865,27561,19982.2836
2023-03-26T00:00:00Z,0.78882841,27729,19946.4792
2023-03-25T00:00:00Z,0.77878205,27510,19908.2867
2023-03-24T00:00:00Z,0.80818233,27985,19874.5941
2023-03-23T00:00:00Z,0.79774419,27764,19840.1919
2023-03-22T00:00:00Z,0.81586139,28038,19806.6796
2023-03-21T00:00:00Z,0.81213502,27934,19772.4574
2023-03-20T00:00:00Z,0.80955859,27851,19739.8872
2023-03-19T00:00:00Z,0.78728968,27427,19707.0784
2023-03-18T00:00:00Z,0.78403868,27334,19676.96
2023-03-17T00:00:00Z,0.72627746,26273,19646.9387
2023-03-16T00:00:00Z,0.64086493,24649,19620.0153
2023-03-15T00:00:00Z,0.64033230,24612,19599.4933
2023-03-14T00:00:00Z,0.65043837,24779,19579.7499
2023-03-13T00:00:00Z,0.56010199,22972,19564.3595
2023-03-12T00:00:00Z,0.45162224,20613,19558.3272
2023-03-11T00:00:00Z,0.43544022,20231,19562.3203
2023-03-10T00:00:00Z,0.42472298,19972,19567.7653
2023-03-09T00:00:00Z,0.48976183,21438,19573.8946
2023-03-08T00:00:00Z,0.51918769,22060,19573.5745
2023-03-07T00:00:00Z,0.53301870,22337,19569.5446
2023-03-06T00:00:00Z,0.53774858,22422,19567.3923
2023-03-05T00:00:00Z,0.53843115,22426,19571.6366
2023-03-04T00:00:00Z,0.53457304,22336,19577.0692
2023-03-03T00:00:00Z,0.53930784,22426,19583.9896
2023-03-02T00:00:00Z,0.58921123,23432,19591.7127
2023-03-01T00:00:00Z,0.59782595,23592,19596.1152
2023-02-28T00:00:00Z,0.58768374,23380,19599.7798
2023-02-27T00:00:00Z,0.59200352,23454,19602.2591
2023-02-26T00:00:00Z,0.58294687,23263,19606.0386
2023-02-25T00:00:00Z,0.57300068,23051,19606.6184
2023-02-24T00:00:00Z,0.60308407,23636,19608.2758
2023-02-23T00:00:00Z,0.62935213,24132,19608.9042
2023-02-22T00:00:00Z,0.62431689,24019,19604.5262
2023-02-21T00:00:00Z,0.66108381,24700,19601.092
2023-02-20T00:00:00Z,0.65980941,24658,19594.3768
2023-02-19T00:00:00Z,0.66016506,24646,19586.9176
2023-02-18T00:00:00Z,0.65929302,24612,19580.9
2023-02-17T00:00:00Z,0.62841491,24011,19574.1542
2023-02-16T00:00:00Z,0.66128628,24615,19570.9055
2023-02-15T00:00:00Z,0.56234148,22684,19567.3392
2023-02-14T00:00:00Z,0.52444073,21897,19573
2023-02-13T00:00:00Z,0.51459917,21683,19581.5146
2023-02-12T00:00:00Z,0.52372591,21866,19588.5999
2023-02-11T00:00:00Z,0.51646366,21701,19587.5778
2023-02-10T00:00:00Z,0.52056775,21773,19584.5067
2023-02-09T00:00:00Z,0.55854856,22541,19585.3441
2023-02-08T00:00:00Z,0.58724735,23100,19585.7949
2023-02-07T00:00:00Z,0.58204848,22983,19583.2701
2023-02-06T00:00:00Z,0.57889199,22908,19583.9578
2023-02-05T00:00:00Z,0.59420945,23196,19584.0774
2023-02-04T00:00:00Z,0.60482838,23390,19585.6354
2023-02-03T00:00:00Z,0.61014466,23477,19581.8977
2023-02-02T00:00:00Z,0.62889069,23817,19574.6698
2023-02-01T00:00:00Z,0.59589778,23164,19563.3869
2023-01-31T00:00:00Z,0.58657301,22963,19553.1698
